Economy_Label,CargoType_Label,1970_Metric_tons_in_millions_Value,1970_Metric_tons_Footnote,1970_Metric_tons_MissingValue,1971_Metric_tons_in_millions_Value,1971_Metric_tons_Footnote,1971_Metric_tons_MissingValue,1972_Metric_tons_in_millions_Value,1972_Metric_tons_Footnote,1972_Metric_tons_MissingValue,1973_Metric_tons_in_millions_Value,1973_Metric_tons_Footnote,1973_Metric_tons_MissingValue,1974_Metric_tons_in_millions_Value,1974_Metric_tons_Footnote,1974_Metric_tons_MissingValue,1975_Metric_tons_in_millions_Value,1975_Metric_tons_Footnote,1975_Metric_tons_MissingValue,1976_Metric_tons_in_millions_Value,1976_Metric_tons_Footnote,1976_Metric_tons_MissingValue,1977_Metric_tons_in_millions_Value,1977_Metric_tons_Footnote,1977_Metric_tons_MissingValue,1978_Metric_tons_in_millions_Value,1978_Metric_tons_Footnote,1978_Metric_tons_MissingValue,1979_Metric_tons_in_millions_Value,1979_Metric_tons_Footnote,1979_Metric_tons_MissingValue,1980_Metric_tons_in_millions_Value,1980_Metric_tons_Footnote,1980_Metric_tons_MissingValue,1981_Metric_tons_in_millions_Value,1981_Metric_tons_Footnote,1981_Metric_tons_MissingValue,1982_Metric_tons_in_millions_Value,1982_Metric_tons_Footnote,1982_Metric_tons_MissingValue,1983_Metric_tons_in_millions_Value,1983_Metric_tons_Footnote,1983_Metric_tons_MissingValue,1984_Metric_tons_in_millions_Value,1984_Metric_tons_Footnote,1984_Metric_tons_MissingValue,1985_Metric_tons_in_millions_Value,1985_Metric_tons_Footnote,1985_Metric_tons_MissingValue,1986_Metric_tons_in_millions_Value,1986_Metric_tons_Footnote,1986_Metric_tons_MissingValue,1987_Metric_tons_in_millions_Value,1987_Metric_tons_Footnote,1987_Metric_tons_MissingValue,1988_Metric_tons_in_millions_Value,1988_Metric_tons_Footnote,1988_Metric_tons_MissingValue,1989_Metric_tons_in_millions_Value,1989_Metric_tons_Footnote,1989_Metric_tons_MissingValue,1990_Metric_tons_in_millions_Value,1990_Metric_tons_Footnote,1990_Metric_tons_MissingValue,1991_Metric_tons_in_millions_Value,1991_Metric_tons_Footnote,1991_Metric_tons_MissingValue,1992_Metric_tons_in_millions_Value,1992_Metric_tons_Footnote,1992_Metric_tons_MissingValue,1993_Metric_tons_in_millions_Value,1993_Metric_tons_Footnote,1993_Metric_tons_MissingValue,1994_Metric_tons_in_millions_Value,1994_Metric_tons_Footnote,1994_Metric_tons_MissingValue,1995_Metric_tons_in_millions_Value,1995_Metric_tons_Footnote,1995_Metric_tons_MissingValue,1996_Metric_tons_in_millions_Value,1996_Metric_tons_Footnote,1996_Metric_tons_MissingValue,1997_Metric_tons_in_millions_Value,1997_Metric_tons_Footnote,1997_Metric_tons_MissingValue,1998_Metric_tons_in_millions_Value,1998_Metric_tons_Footnote,1998_Metric_tons_MissingValue,1999_Metric_tons_in_millions_Value,1999_Metric_tons_Footnote,1999_Metric_tons_MissingValue,2000_Metric_tons_in_millions_Value,2000_Metric_tons_Footnote,2000_Metric_tons_MissingValue,2001_Metric_tons_in_millions_Value,2001_Metric_tons_Footnote,2001_Metric_tons_MissingValue,2002_Metric_tons_in_millions_Value,2002_Metric_tons_Footnote,2002_Metric_tons_MissingValue,2003_Metric_tons_in_millions_Value,2003_Metric_tons_Footnote,2003_Metric_tons_MissingValue,2004_Metric_tons_in_millions_Value,2004_Metric_tons_Footnote,2004_Metric_tons_MissingValue,2005_Metric_tons_in_millions_Value,2005_Metric_tons_Footnote,2005_Metric_tons_MissingValue,2006_Metric_tons_in_millions_Value,2006_Metric_tons_Footnote,2006_Metric_tons_MissingValue,2007_Metric_tons_in_millions_Value,2007_Metric_tons_Footnote,2007_Metric_tons_MissingValue,2008_Metric_tons_in_millions_Value,2008_Metric_tons_Footnote,2008_Metric_tons_MissingValue,2009_Metric_tons_in_millions_Value,2009_Metric_tons_Footnote,2009_Metric_tons_MissingValue,2010_Metric_tons_in_millions_Value,2010_Metric_tons_Footnote,2010_Metric_tons_MissingValue,2011_Metric_tons_in_millions_Value,2011_Metric_tons_Footnote,2011_Metric_tons_MissingValue,2012_Metric_tons_in_millions_Value,2012_Metric_tons_Footnote,2012_Metric_tons_MissingValue,2013_Metric_tons_in_millions_Value,2013_Metric_tons_Footnote,2013_Metric_tons_MissingValue,2014_Metric_tons_in_millions_Value,2014_Metric_tons_Footnote,2014_Metric_tons_MissingValue,2015_Metric_tons_in_millions_Value,2015_Metric_tons_Footnote,2015_Metric_tons_MissingValue,2016_Metric_tons_in_millions_Value,2016_Metric_tons_Footnote,2016_Metric_tons_MissingValue,2017_Metric_tons_in_millions_Value,2017_Metric_tons_Footnote,2017_Metric_tons_MissingValue,2018_Metric_tons_in_millions_Value,2018_Metric_tons_Footnote,2018_Metric_tons_MissingValue,2019_Metric_tons_in_millions_Value,2019_Metric_tons_Footnote,2019_Metric_tons_MissingValue,2020_Metric_tons_in_millions_Value,2020_Metric_tons_Footnote,2020_Metric_tons_MissingValue,2021_Metric_tons_in_millions_Value,2021_Metric_tons_Footnote,2021_Metric_tons_MissingValue
Latin America and the Caribbean,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,,,1067,,,1108,,,1030,,,1130,,,1234,,,1283,,,1264,,,1301,,,1352,,,1355,,,1364,,,1385,,,1407,,,1373,,,1383,,
Latin America and the Caribbean,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,76,,,74,,,64,,,69,,,71,,,75,,,69,,,65,,,66,,,52,,,48,,,47,,,45,,,39,,,36,,
Latin America and the Caribbean,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,64,,,70,,,74,,,77,,,74,,,84,,,89,,,100,,,102,,,128,,,141,,,149,,,144,,,129,,,129,,
Latin America and the Caribbean,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,,,276,,,289,,,234,,,263,,,326,,,374,,,397,,,407,,,422,,,386,,,419,,,442,,,433,,,421,,,472,,
Latin America and the Caribbean,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389,,,416,,,433,,,372,,,409,,,471,,,532,,,555,,,572,,,590,,,566,,,608,,,638,,,621,,,590,,,638,,
Caribbean,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,7,,,8,,,4,,,4,,,4,,,4,,,6,,,2,,,2,,,1,,,2,,,1,,,0,,,1,,,3,,
Caribbean,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,27,,,30,,,20,,,20,,,22,,,27,,,22,,,30,,,32,,,33,,,29,,,31,,,27,,,23,,,18,,
Caribbean,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,21,,,26,,,19,,,21,,,23,,,29,,,23,,,19,,,19,,,18,,,18,,,17,,,19,,,18,,,26,,
Caribbean,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,55,,,64,,,43,,,44,,,48,,,60,,,51,,,51,,,53,,,52,,,49,,,49,,,46,,,42,,,47,,
Caribbean,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,36,,,33,,,31,,,32,,,34,,,35,,,34,,,33,,,34,,,29,,,24,,,19,,,17,,,13,,,12,,
Caribbean,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,17,,,18,,,20,,,21,,,16,,,18,,,15,,,14,,,15,,,15,,,24,,,27,,,26,,,28,,,22,,
Caribbean,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,21,,,28,,,20,,,23,,,28,,,35,,,29,,,33,,,33,,,34,,,33,,,33,,,32,,,31,,,41,,
Caribbean,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,74,,,80,,,72,,,76,,,78,,,88,,,78,,,80,,,81,,,79,,,81,,,79,,,75,,,72,,,75,,
Central America,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,,,94,,,82,,,71,,,75,,,76,,,74,,,61,,,58,,,60,,,66,,,69,,,65,,,70,,,70,,,64,,
Central America,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,11,,,7,,,7,,,10,,,8,,,12,,,8,,,11,,,10,,,10,,,13,,,8,,,8,,,8,,
Central America,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,55,,,59,,,52,,,66,,,66,,,71,,,97,,,85,,,83,,,69,,,75,,,80,,,83,,,82,,,81,,
Central America,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,153,,,151,,,131,,,148,,,152,,,153,,,170,,,151,,,154,,,145,,,155,,,159,,,161,,,160,,,152,,
Central America,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,3,,,3,,,2,,,2,,,2,,,2,,,1,,,1,,,1,,,0,,,1,,,1,,,1,,,1,,,1,,
Central America,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,28,,,29,,,27,,,29,,,31,,,30,,,40,,,36,,,38,,,50,,,57,,,61,,,63,,,50,,,47,,
Central America,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,82,,,75,,,67,,,75,,,93,,,105,,,108,,,99,,,105,,,109,,,119,,,123,,,124,,,119,,,135,,
Central America,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,112,,,106,,,96,,,106,,,126,,,138,,,149,,,136,,,144,,,159,,,176,,,185,,,187,,,169,,,183,,
South America,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,152,,,145,,,151,,,152,,,174,,,175,,,173,,,173,,,162,,,165,,,154,,,134,,,152,,,131,,,124,,
South America,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,,58,,,52,,,47,,,47,,,46,,,51,,,35,,,38,,,41,,,38,,,33,,,45,,,47,,,45,,,45,,
South America,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,,649,,,696,,,659,,,738,,,813,,,843,,,833,,,888,,,942,,,955,,,973,,,999,,,1002,,,996,,,1015,,
South America,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,814,,,859,,,894,,,856,,,937,,,1033,,,1069,,,1042,,,1100,,,1144,,,1158,,,1160,,,1178,,,1200,,,1171,,,1183,,
South America,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,37,,,39,,,31,,,35,,,35,,,37,,,35,,,31,,,32,,,23,,,22,,,26,,,28,,,25,,,24,,
South America,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,20,,,23,,,27,,,27,,,26,,,35,,,34,,,50,,,49,,,63,,,61,,,62,,,55,,,52,,,59,,
South America,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,173,,,185,,,147,,,164,,,205,,,234,,,260,,,275,,,284,,,243,,,268,,,287,,,277,,,271,,,296,,
South America,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,,,229,,,247,,,204,,,226,,,266,,,307,,,329,,,356,,,364,,,328,,,351,,,374,,,360,,,348,,,380,,
Asia,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,,,942,,,905,,,874,,,935,,,908,,,906,,,909,,,899,,,948,,,999,,,997,,,971,,,880,,,853,,,869,,
Asia,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,,,375,,,363,,,368,,,375,,,405,,,413,,,449,,,481,,,531,,,607,,,608,,,623,,,664,,,622,,,652,,
Asia,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1960,,,2095,,,2138,,,1990,,,2074,,,2197,,,2370,,,2525,,,2662,,,2618,,,2653,,,2812,,,2919,,,2977,,,2908,,,3055,,
Asia,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3254,,,3411,,,3406,,,3232,,,3385,,,3509,,,3689,,,3884,,,4043,,,4097,,,4259,,,4417,,,4514,,,4521,,,4383,,,4575,,
Asia,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,,,834,,,820,,,827,,,858,,,885,,,917,,,957,,,972,,,999,,,1097,,,1151,,,1194,,,1202,,,1197,,,1180,,
Asia,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,,350,,,380,,,373,,,411,,,443,,,458,,,475,,,481,,,558,,,611,,,642,,,673,,,675,,,675,,,680,,
Asia,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2678,,,2869,,,3075,,,3116,,,3362,,,3563,,,3820,,,4121,,,4305,,,4347,,,4477,,,4743,,,4873,,,5038,,,5088,,,5194,,
Asia,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3782,,,4053,,,4275,,,4316,,,4631,,,4890,,,5194,,,5553,,,5757,,,5904,,,6185,,,6537,,,6740,,,6915,,,6960,,,7055,,
Central Asia,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Central Asia,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Central Asia,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Central Asia,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Central Asia,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Central Asia,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Central Asia,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Central Asia,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Eastern Asia,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,6,,,3,,,5,,,3,,,2,,,7,,,4,,,7,,,9,,,14,,,20,,,16,,,15,,,17,,,18,,
Eastern Asia,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,71,,,75,,,87,,,92,,,78,,,95,,,103,,,101,,,111,,,157,,,188,,,191,,,196,,,178,,,187,,
Eastern Asia,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868,,,906,,,887,,,744,,,789,,,826,,,859,,,978,,,1087,,,1103,,,1107,,,1111,,,1178,,,1161,,,1149,,,1202,,
Eastern Asia,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943,,,983,,,965,,,835,,,884,,,906,,,961,,,1085,,,1195,,,1223,,,1278,,,1319,,,1386,,,1372,,,1345,,,1407,,
Eastern Asia,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496,,,533,,,558,,,526,,,547,,,570,,,602,,,607,,,624,,,639,,,662,,,730,,,750,,,783,,,796,,,790,,
Eastern Asia,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,,,164,,,181,,,190,,,212,,,233,,,251,,,271,,,249,,,270,,,289,,,329,,,348,,,346,,,367,,,366,,
Eastern Asia,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1759,,,1897,,,1980,,,2069,,,2292,,,2417,,,2670,,,2922,,,3028,,,2990,,,3037,,,3207,,,3276,,,3421,,,3502,,,3520,,
Eastern Asia,Total goods discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2418,,,2594,,,2719,,,2785,,,3051,,,3219,,,3523,,,3800,,,3901,,,3899,,,3988,,,4265,,,4375,,,4550,,,4665,,,4677,,
South-eastern Asia,Crude oil loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,56,,,58,,,48,,,68,,,58,,,51,,,48,,,47,,,50,,,50,,,49,,,44,,,36,,,38,,,33,,
South-eastern Asia,Other tanker trade loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,98,,,76,,,95,,,80,,,130,,,95,,,126,,,132,,,133,,,129,,,129,,,131,,,157,,,160,,,137,,
South-eastern Asia,Dry cargo loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722,,,779,,,838,,,841,,,812,,,859,,,999,,,1038,,,1003,,,950,,,944,,,1041,,,1060,,,1098,,,1090,,,1147,,
South-eastern Asia,Total goods loaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878,,,934,,,971,,,983,,,960,,,1046,,,1144,,,1212,,,1182,,,1133,,,1124,,,1220,,,1235,,,1291,,,1288,,,1316,,
South-eastern Asia,Crude oil discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,,,131,,,115,,,115,,,123,,,129,,,112,,,124,,,118,,,125,,,143,,,136,,,147,,,136,,,134,,,133,,
South-eastern Asia,Other tanker trade discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,103,,,108,,,91,,,107,,,120,,,102,,,104,,,127,,,166,,,161,,,151,,,163,,,170,,,162,,,169,,
South-eastern Asia,Dry cargo discharged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327,,,333,,,349,,,332,,,335,,,359,,,373,,,415,,,461,,,496,,,606,,,620,,,638,,,640,,,642,,,686,,
