Country Name En,Unit Name,2022,2022 Flag,2021,2021 Flag,2020,2020 Flag,2019,2019 Flag,2018,2018 Flag,2017,2017 Flag,2016,2016 Flag,2015,2015 Flag,2014,2014 Flag,2013,2013 Flag,2012,2012 Flag,2011,2011 Flag,2010,2010 Flag,2009,2009 Flag,2008,2008 Flag,2007,2007 Flag,2006,2006 Flag,2005,2005 Flag,2004,2004 Flag,2003,2003 Flag,2002,2002 Flag,2001,2001 Flag,2000,2000 Flag
Netherlands (Kingdom of the),Number,7,A,14,A,6,A,10,A,11,A,11,A,0,A,1,A,2,A,0,A,1,A,0,A,38,A,0,A,0,A,173,A,252,A,150,A,100,A,0,A,0,A,0,A,2,A
Netherlands (Kingdom of the),Tonnes - live weight,298622,A,299541,A,307176.118,A,320361.796,A,411714,A,500183,A,370249,A,384475,A,371367,A,327436.998,A,347264,A,370089.069,A,434419,A,386942,A,440291,A,487592,A,513079,A,555606,A,521636,A,526281,A,464036,A,518163,A,495774,A
New Caledonia,Tonnes - live weight,4207.918,A,3304.953,A,3326.596,A,3737.236,A,3128.771,A,3694,A,3885,A,4654,A,4245,A,3907,A,3882.549,A,3993.482,A,4027,A,3862,A,3919,A,3704.7,A,3333,A,3467,A,3853,A,3552.5,A,3457.9,A,3499,A,3482.4,A
New Zealand,Number,300,A,286,A,241,A,240,A,278,A,221,A,267,A,462,A,409,A,341,A,296,A,283,A,165,A,271,A,111,A,255,A,11,A,12,A,31,A,33,A,13,A,19,A,14,A
New Zealand,Tonnes - live weight,346317.586,A,343507.031,A,364964,A,412627.898,A,408010.808,A,431143.151,A,424940.931,A,433812.323,A,442371.719,A,444067.296,A,441930.231,A,430338.006,A,436593.362,A,439762.402,A,452534.324,A,494692.006,A,476798.006,A,545460.008,A,546072,A,550929,A,588649,A,569836,A,553459,A
Nicaragua,Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,A,,,,,,,,,,,,,,,6440,A
Nicaragua,Tonnes - live weight,53732.32,A,55274.53,A,43466.54,A,51310,E,54554,A,50982,A,45023,A,41534,A,54364,A,40979,A,33784,A,33527,A,40978,A,37853,A,31312,A,27316,A,32198,A,28239,A,19668,A,15654,A,19558,A,20033,A,22519,A
Niger,Tonnes - live weight,47670,E,47200,A,46000.001,A,40058,A,31042,A,25195,A,34592,A,27000,A,47000,A,45000,A,46500,A,53173,A,40000,E,29884,A,29960,A,29728,A,29835,A,50018,A,51466,A,55860,A,23560,A,20800,A,16250,A
Nigeria,Tonnes - live weight,784124,A,805210,A,783101.704,A,825013.256,A,878155,A,916283.97,A,734731,A,710331,A,759828,A,721355,A,668754,A,635486,A,616981,A,598210,A,601368,A,530420,A,552323,A,523182,A,465251,A,475162,A,481056,A,452146,A,441377,A
Niue,Tonnes - live weight,40,E,40,E,34,E,38,E,38,E,38,E,38,E,38,E,38,E,38,A,7,A,6,A,113,A,203,A,478,A,407,A,400,A,212,E,200,E,200,E,200,E,200,E,200,E
Norfolk Island,Tonnes - live weight,0,N,0,N,0,N,0,N,0,N,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N
Northern Mariana Islands,Tonnes - live weight,162.475,A,198.402,A,102.381,A,97.324,A,114.302,A,118.592,A,98.815,A,103.162,A,146.131,A,158.134,A,106.548,A,98.474,A,129.659,A,192,A,168,A,219,A,221,A,214,A,169,A,172,A,296,A,406,A,336,A
North Macedonia,Tonnes - live weight,447,A,514,A,472.875,A,399.5,A,140,A,87,A,122,A,350,A,282,A,334,A,249,A,268,A,236,A,222,A,166,A,177,A,147,A,271,A,213,A,162,A,148,A,128,A,208,A
Norway,Number,2486,A,6052,A,11276,A,7461,A,5937,A,2937,A,2557,A,3363,A,13432,A,17355,A,6600,A,10918,A,5439,A,8921,A,1798,A,14640,A,17731,A,22236,A,15290,A,13517,A,11330,A,12564,A,21123,A
Norway,Tonnes - live weight,2613634.395,A,2579734.268,A,2625367.743,A,2478585.819,A,2665068.309,A,2558757.465,A,2201293.555,A,2452205.108,A,2450364.117,A,2241396.576,A,2282646.449,A,2442576.505,A,2838470.049,A,2693500.42,A,2583895.284,A,2514659,A,2401781,A,2546500,A,2672699,A,2702012,A,2923116,A,2862152,A,2891791,A
Oman,Number,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,1,A,5,A,22,A,13,A
Oman,Tonnes - live weight,748355.508,A,922083.336,A,793418.923,A,579186,A,554558,A,347539,A,279588,A,257022,A,211037,A,206169,A,191563,A,158566,A,163927,A,158551,A,151910,A,151744,A,147668,A,157326,A,165016,A,138481,A,142669,A,129907,A,120421,A
Other NEI,Number,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,1469,A,1502,A,1515,A,2131,A,1636,A
Other NEI,Tonnes - live weight,40498.193,A,36531.319,A,51302.924,A,50575.252,A,76181.671,A,60186.765,A,27891.511,A,57377.377,A,12000.009,A,27523.312,A,16526.041,A,24326,A,18916,A,34197,A,29220,A,17512,A,22726,A,45317,A,145042,A,173790,A,183868,A,164029,A,204603,A
Pakistan,Tonnes - live weight,500045.257,A,496058.999,A,492783.001,A,488503,A,504810,A,536925.999,A,516356,A,509479,A,480123.001,A,484646.001,A,479973.998,A,457738.999,A,455514,A,459058,A,470665,A,453295,A,506473,A,449993,A,494829,A,499366,A,534670,A,540804,A,598743,A
Palau,Tonnes - live weight,813.06,E,824,E,776,E,3932.958,A,3883.716,A,3443,A,818,E,848,E,864,E,887,E,905,E,1000.2,E,967,E,1034,E,1168.2,E,1141.82,E,967,E,1430.9,E,1079,E,1047,E,1027,A,1084,A,1271,A
Palestine,Tonnes - live weight,4195,E,4660.7,A,4661.9,A,3943,A,3201,A,3208,A,3306,A,3227,A,2854,A,1930,A,2091,A,1318,A,1699,A,1525,A,2843,A,2702,A,2323,A,1814,A,2951,A,1507,A,2379,A,1950,E,2623,E
Panama,Number,1604,A,1600,A,1000,A,5156,A,5847,A,6638,A,7371,A,2000,A,2622,A,812,A,400,A,300,A,3556,A,995,A,2205,A,2752,A,2210,A,4696,A,15850,A,14694,A,13298,A,11700,A,10250,A
Panama,Tonnes - live weight,186644.947,A,222715.793,E,218459.552,A,260275.487,A,197546.101,A,177139.737,A,179249.552,A,167243.882,A,177111.277,A,210764.351,A,179657.062,A,171022.594,A,182079,A,239371,A,230648,A,222601,A,263606,A,264503,A,215374,A,230114,A,256302,A,276769,A,227596,A
Papua New Guinea,Number,5466,A,9518,A,5772,A,17727,A,15014,A,11569,A,22048,A,38395,A,22090,A,23976,A,23363,A,17218,A,33620,A,30750,A,31029,A,28579,A,32278,A,30832,A,51401,A,26482,A,28130,A,31345,A,24354,A
Papua New Guinea,Tonnes - live weight,237730.051,A,188675.47,A,217808.47,A,287309.584,A,333574.83,A,328093.47,A,322330.47,A,235013.97,A,257332.588,A,241692.588,A,257621.931,A,199876.327,A,226361.944,A,230659.729,A,222826.506,A,247890.152,A,253548.699,A,254573.484,A,242999.371,A,177328.565,A,141600.417,A,125263.881,A,110108.376,A
Paraguay,Number,,,,,,,,,,,,,1000,A,4594,A,4539,A,12331,A,2473,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,4409,A,8373,A,3793,A,9750,A
Paraguay,Tonnes - live weight,17905,E,17560,E,16975,E,16940.479,E,17110.538,E,17044.257,E,17000,E,17000,E,17000,E,17000,E,17000,E,17000,E,17800,E,18600,E,19400,E,20200,E,21000,E,21800,E,22600,E,23400,E,24200,E,25000,E,28000,E
Peru,Number,1,A,,,,,0,A,0,A,0,A,0,A,0,A,3,A,0,A,0,A,0,A,0,A,0,A,0,A,2,A,14,A,14,A,2,A,2,A,605,A,55,A,255,A
Peru,Tonnes - live weight,5368100.711,A,6576171.074,A,5676965.489,A,4852821.377,A,7208637.468,A,4185193,A,3828751,A,4843860,A,3599053,A,5876493,A,4852760,A,8254957,A,4305975,A,6933455,A,7408317,A,7221330,A,7020925,A,9393488,A,9611945,A,6093924,A,8771365,A,7991712,A,10658577,A
Philippines,Number,,,0,A,1835,A,3596,A,8760,A,1581,A,7141,A,9532,A,9369,A,3275,A,2758,A,200,A,0,A,892,A,20,A,34,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Philippines,Tonnes - live weight,1771247.272,A,1842066.894,A,1914918.37,A,1830848.66,A,1822063.71,A,1889154.227,A,2027025.5,A,2153987,A,2249191.272,A,2201842.573,A,2206570.319,A,2220780,A,2502872,A,2513836,A,2550700,A,2520508,A,2341380.49,A,2293481,A,2235028,A,2184208,A,2045093,A,1961552,A,1920017,A
Pitcairn,Tonnes - live weight,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,3,E,5,E,5,E,5,E,5,E
Poland,Number,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Poland,Tonnes - live weight,178522.95,A,201384.5,A,206390.296,A,211443,A,222704,A,226396,A,218115,A,205428,A,191598,A,214170,A,198385,A,198308,A,189722,A,223893,A,142496,A,151820,A,145479,A,155247,A,192108,A,180399,A,223440,A,225064,A,217682,A
Portugal,Number,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,35,A,0,A,1,A,4,A,7,A,4,A,0,A,0,A,0,A
Portugal,Tonnes - live weight,159890.582,A,179528.783,A,159947.958,A,185049.08,A,178270,A,182615,A,186545,A,190100,A,183664,A,196558.352,A,198738,A,216159,A,223546,A,199165,A,224446,A,256683,A,229837,A,221082,A,222556,A,212817,A,203418,A,194464,A,192120,A
Puerto Rico,Tonnes - live weight,1581.329,A,1580,E,1579.709,A,1515.28,A,1640.932,A,1555.626,A,1851.475,A,1825.858,A,1810.355,A,1912.389,A,1881.775,A,1490.135,A,1180.056,A,2312,A,2423,A,2305,A,2806,A,3561,A,3342,A,3786,A,3237,A,5043,A,5454,A
Qatar,Tonnes - live weight,18439,A,16554.5,A,15086.5,A,17130,A,14665.3,A,15358.6,A,14513.7,A,15201.8,A,16213.2,A,12006,A,11275,A,12985,A,13760,A,14064,A,17688,A,15190,A,16376,A,13935,A,11134,A,11295,A,7155,A,8864,A,7140,A
Republic of Korea,Number,5,A,12,A,2,A,1700,A,1118,A,1348,A,1304,A,1351,A,1835,A,1925,A,2637,A,644,A,577,A,556,A,728,A,610,A,544,A,551,A,254,A,480,A,339,A,477,A,174,A
Republic of Korea,Tonnes - live weight,1259439.847,A,1359948.119,A,1375688.212,A,1424966.158,A,1402763.319,A,1359547.823,A,1371347.973,A,1658001.49,A,1752865.598,A,1605307.212,A,1673719.623,A,1757193.6,A,1735000.004,A,1871904,A,1970882,A,1888362,A,1772459,A,1661761,A,1589746,A,1661787,A,1704448,A,2008995,A,1838195,A
Republic of Moldova,Tonnes - live weight,0,E,0,A,50,E,50,E,50,E,50,E,50,E,50,E,50,E,50,E,50,E,50,E,44,A,26,A,36,A,26,A,51,A,56,A,85,A,58,A,38,A,28,A,25,A
Réunion,Tonnes - live weight,2697,A,2693.082,A,2654.217,A,2496.477,A,2643.634,A,2431.978,A,3294.498,A,2775.169,A,3569.827,A,2745.937,A,2591.734,A,3047.018,A,2733.37,A,2756.597,A,2925.524,A,4021,A,3514,A,4329,A,3373,A,2903,A,2898,A,3906,A,4102,A
Romania,Tonnes - live weight,6256.435,A,6350.6,A,7972.88,E,10927.4,A,11179,A,14998,A,12728,A,9307,A,6248,E,5218,E,3960,E,3254,A,2688,A,4020,A,5410,A,6183,A,6663,A,6053,A,5095,A,9890,A,6980,A,7609,A,7372,A
Russian Federation,Number,5547,A,8766,A,7728,A,7665,A,8753,A,10753,A,3664,A,4804,A,3336,A,4769,A,5049,A,7168,A,5296,A,6588,A,17770,A,13021,A,23315,A,28510,A,14994,A,48607,A,46972,A,47664,A,50241,A
Russian Federation,Tonnes - live weight,4991530,A,5167703,A,5081016.068,A,4983420.144,A,5119477.138,A,4873829.591,A,4773470.535,A,4464131.47,A,4266059.017,A,4366230.916,A,4337952.771,A,4261516,A,4075796,A,3831957,A,3393966,A,3484225,A,3295920,A,3207876,A,2953369,A,3291224,A,3244064,A,3638827,A,4027370,A
Rwanda,Tonnes - live weight,32735,A,32094,A,29979,A,20910.2,A,23977,A,25000,A,25013,A,29334,A,25159,A,22390,A,18980,A,16994,A,13000,A,11552,A,11587,A,9186,A,7711,E,6816,A,7826,A,7400,A,7000,E,6828,A,6726,A
Saint Barthélemy,Tonnes - live weight,100,E,100,E,100,E,100,E,100,E,100,E,100,E,100,E,100,E,100,E,100,E,100,E,100,E,100,E,100,E,100,E,,,,,,,,,,,,,,
Saint Kitts and Nevis,Tonnes - live weight,670,E,672.513,A,646.54,A,652,A,1044.37,A,84958.17,A,65768.93,A,100398.52,A,66142,A,17717,A,21887,A,31071,A,21754,A,2064,A,1342,A,1275,A,1179,A,1516,A,1111,A,873,E,949,A,1039,A,970,A
Saint Lucia,Number,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Saint Lucia,Tonnes - live weight,1442.65,A,1414.473,A,1423.829,A,1845.104,A,2019.92,A,2091.508,A,2117.647,A,2030.478,A,1981.44,A,1991.637,A,1943.517,A,1811,A,1964,A,2066,A,1895,A,1732,A,1647,A,1590,A,1706,A,1668,A,1895,A,2160,A,2027,A
Saint Martin (French part),Tonnes - live weight,90,E,90,E,90,E,90,E,90,E,90,E,90,E,90,E,90,E,90,E,90,E,90,E,90,E,90,E,90,E,90,E,,,,,,,,,,,,,,
Saint Pierre and Miquelon,Tonnes - live weight,2612.2,A,2488.35,A,2692.83,A,3330,A,3236,A,3162,A,3027,A,3498.345,A,2545.451,A,3036.878,A,3740,A,3172,A,4887,A,3879,A,4621,A,5249,A,2878,A,4694,A,4399,A,3894,A,3889,A,4206,A,6690,A
Saint Vincent and the Grenadines,Number,1,A,1,A,0,A,3,A,0,A,1,A,0,A,0,A,2,A,4,A,2,A,2,A,3,A,0,A,0,A,1,A,1,A,2,A,0,A,1,A,2,A,2,A,3,A
Saint Vincent and the Grenadines,Tonnes - live weight,1584,E,1586.279,A,2127.542,A,1968.776,A,2327.883,A,32937.784,A,22833.714,A,26132.998,A,81332.54,A,39499.904,A,10156.263,A,76576,A,66367,A,59587,A,55898,A,63309,A,51584,A,44104,A,78315,A,37767,A,46076,A,31944,A,22799,A
Samoa,Tonnes - live weight,9589.25,E,9176.417,E,9954.172,E,11213.469,E,9741.704,E,10853,E,8808,E,8701.333,E,7553,E,11253,E,11960.888,E,11452,E,12840,E,13279,A,13899,A,14091,A,12435,A,9836,E,9934,E,9703,E,10881,A,8613,A,8595,A
San Marino,Tonnes - live weight,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N
Sao Tome and Principe,Tonnes - live weight,5703.38,A,5117.248,A,5679.458,A,5432.788,A,6006.555,E,9514.8,E,11719.7,A,11440.8,A,10001.397,E,8699.2,E,7400.1,E,6185.052,E,4837,A,4701,A,4575,A,4449,A,4323,A,4197,A,4141,A,4005,A,3820,A,3692,A,3700,E
Saudi Arabia,Tonnes - live weight,64263.014,A,67459,A,57805,A,65477,A,50850,A,67921,A,75150,A,68130,A,68660,A,71946,A,65170,A,64481,A,65145,A,67664,A,68898,A,66221,A,65485,A,60421,A,55418,A,55440,A,57211,A,55331,A,49080,A
Senegal,Number,0,A,0,A,0,A,0,A,0,A,0,A,7,A,7,A,0,A,0,A,0,A,0,A,0,A,0,A,1,A,0,A,2,A,0,A,0,A,0,A,0,A,0,A,0,A
Senegal,Tonnes - live weight,533771.212,E,513957.078,A,458363.426,A,516141.255,A,484654.67,A,534939.6,A,474172.324,A,425442.12,A,458530.425,A,469595.59,A,461077.16,A,427134.56,A,409715,A,446200,A,428298,A,412360,A,368388,A,399848,A,434525,A,469284,A,398040,A,431252,A,436005,A
Serbia,Tonnes - live weight,2379,A,2353,A,1932,A,2547,A,2082,A,2209,A,2067,A,3150,A,3593,A,5040,A,4798,A,5384,A,4807,A,3846,A,3153,A,2535,A,2632,A,,,,,,,,,,,,
Serbia and Montenegro,Tonnes - live weight,,,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,2431,A,2389,A,1801.06,A,1588.075,A,1093.285,A,1272.2,A
Seychelles,Tonnes - live weight,137838.332,A,144232.337,A,139647.608,A,142169.392,A,146623.5,A,142653.072,A,127547.747,A,105355.082,A,75377.032,A,73909.641,A,68687,A,75480.999,A,87111,A,81114,A,69199,A,65514,A,92739,A,108680,A,100671,A,86020,A,63383,A,53591,A,32778,A
Sierra Leone,Number,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Sierra Leone,Tonnes - live weight,215140,E,204900,E,200630,E,202100,E,202100,E,202100,E,202100,E,202100,E,206477,E,205000,E,203500,E,202000,E,200000,E,199000,E,197582,A,139535,A,144146,A,142993,A,132440,A,95926,A,82990,A,75210,A,74730,A
Singapore,Number,1798,A,1836,A,2100,A,2225,A,1996,A,1458,A,1571,A,1971,A,2979,A,2859,A,3793,A,1659,A,1217,A,1086,A,1877,A,1653,A,1712,A,1330,A,1136,A,1074,A,1058,A,1041,A,481,A
Singapore,Tonnes - live weight,207.405,A,306.32,A,355.59,A,1417.707,A,1309.741,A,1110,A,1234,A,1265,A,1433,A,1645,A,1969,A,1618,A,1732,A,2121,A,1623,A,3522,A,3103,A,1920,A,2173,A,2085,A,2769,A,3342,A,5371,A
Sint Maarten (Dutch part),Tonnes - live weight,253,E,253,E,253,E,253,E,253,E,253,E,253,E,253,E,253,E,253,E,253,E,253,E,,,,,,,,,,,,,,,,,,,,,,
Slovakia,Tonnes - live weight,1895,E,1815,E,1736,A,1853,E,1937,E,1870,A,1866,A,1971,A,1944,A,1986,A,1945,A,1935,A,1608,A,1761,A,1655,A,1994,A,1718,A,1693,A,1603,A,1646,A,1746,A,1531,A,1368,A
Slovenia,Tonnes - live weight,272.257,A,268.812,A,311.999,A,281.36,A,263.745,A,280.07,A,310.519,A,343.392,A,410.5,A,400.216,A,485.188,A,890.609,A,941,A,1035.259,A,881.714,A,1112.454,A,1133.169,A,1227,A,1023,A,1282,A,1686,A,1827,A,1856,A
Solomon Islands,Tonnes - live weight,47838.082,A,49829.282,A,40902.666,A,68303.89,A,62640.118,A,49988,A,65572.356,A,67995.988,A,70717.31,A,36708.884,A,38892.074,A,38720.16,A,37544.657,A,28652.598,E,27457.7,E,32150.18,A,39525.66,A,30171.14,A,35045.671,A,36699.22,A,26252.545,A,24538.361,A,19564.332,A
Somalia,Number,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Somalia,Tonnes - live weight,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,30000,E,25000,E,30000,E,30000,E,29000,E,31900,E,24150,E
South Africa,Number,108642,A,121478,A,50844,A,68846,A,55076,A,64053,A,37973,A,59638,A,121021,A,74232,A,70899,A,30695,A,47267,A,24988,A,40197,A,34837,A,24089,A,25603,A,35838,A,31391,A,45865,A,33211,A,29733,A
South Africa,Tonnes - live weight,473450.53,A,494129.207,A,603682.466,A,447004.204,A,570386.278,A,529925.776,A,622090.037,A,572335.027,A,609247.003,A,430865.76,A,719247.404,A,544964,A,640656,A,523352,A,655915,A,690857,A,629034,A,825109,A,911731,A,840624,A,793664,A,782717,A,664267,A
South Sudan,Tonnes - live weight,47000,E,44000,E,41000,E,43000,E,41000,E,39000,E,37000,E,37000,E,37000,E,37000,E,37000,E,,,,,,,,,,,,,,,,,,,,,,,,
Spain,Number,21,A,,,,,16,A,24,A,22,A,25,A,6,A,3,A,65,A,12,A,8,A,2,A,1,A,8,A,4,A,18,A,8,A,261,A,297,A,49,A,15,A,32,A
Spain,Tonnes - live weight,809094.477,A,803120.914,A,798280.421,A,882909.496,A,930720.892,A,948066.068,A,911501.802,A,972366.292,A,1059920.786,A,985028.893,A,926228.753,A,1006430.305,A,970774.046,A,927955.358,A,918313.559,A,818025.854,A,959684.38,A,853942.1,A,810898.8,A,888546.4,A,883101.5,A,1090277.3,A,1062915,A
Sri Lanka,Number,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Sri Lanka,Tonnes - live weight,332622.722,A,372451.539,A,382486.799,A,471714.311,A,479279.74,A,472900.442,A,486425.38,A,467464.25,A,493496.701,A,461229.6,A,450850.616,A,421764.702,A,390187,A,336942,A,323888,A,304903,A,278603,A,216663,A,332854.4,A,319759.2,A,272602,A,267550,A,296749.6,A
Sudan,Tonnes - live weight,44250,E,40970,E,37660,E,40770,E,41041,A,38390,A,35502,E,33008,A,33508,E,33708,E,34008,E,,,,,,,,,,,,,,,,,,,,,,,,
Sudan (former),Number,,,,,,,,,,,,,,,,,,,,,,,,,20,A,,,,,,,,,,,,,,,,,,,,
Sudan (former),Tonnes - live weight,,,,,,,,,,,,,,,,,,,,,,,71008,E,71358,E,71698,A,68602.5,E,65516.5,A,57007.5,E,59007.5,E,63007.5,E,59007.5,E,57007.5,A,58007.5,A,53010,E
Suriname,Tonnes - live weight,33695,E,32130,E,29772,A,31388,A,39299,A,48584,A,43063,A,39463,A,33459,A,35516,A,35930,E,35490,E,35085,A,26143,A,24132,A,30901,A,31921,A,29620,A,32872,A,35594,A,30705,E,28557,A,24238,E
Svalbard and Jan Mayen Islands,Tonnes - live weight,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N
Sweden,Number,,,,,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,1,A,1,A,3,A,2,A,0,A,1,A,5,A,3,A,3,A,5,A
Sweden,Tonnes - live weight,152028.06,A,167366.29,A,179642.86,A,184337,A,221662,A,228726,A,205465,A,211963,A,181574,A,188951,A,151609,A,181321,A,212035,A,203415,A,231336,A,238253,A,269251,A,256359,A,269930,A,286875,A,294964,A,311817,A,338534,A
Switzerland,Tonnes - live weight,1485.92,A,1485.92,A,1485.92,A,1382.313,A,1553,A,1932,A,1851,A,2023,A,1983,A,2007,A,2003,A,2098,A,2101,A,2184,A,2084,A,1653,A,1690,A,1738,A,1602,A,1815,A,1544,A,1715,A,1659,A
Syrian Arab Republic,Tonnes - live weight,4430,E,4310,E,3845,E,4080,E,4074,E,4065,E,4179,E,3822,E,4099,E,4800,E,5300,E,5900,E,6637,A,6607,A,6995,A,9457,A,8264,A,8447,A,8528,A,8911,A,9178,A,8291,A,6572,A
Taiwan Province of China,Number,16,A,20,A,19,A,22,A,23,A,27,A,32,A,36,A,32,A,37,A,33,A,31,A,30,A,27,A,34,A,38,A,34,A,82,A,47,A,36,A,0,A,0,A,0,A
Taiwan Province of China,Tonnes - live weight,614595.218,A,691081.289,A,605421.443,A,734289.446,A,793304.128,A,737507.106,A,740552.402,A,980125.359,A,1057939.588,A,915252.088,A,907413.244,A,906150.209,A,853109.929,A,770278.12,A,1015805.715,A,1173741.915,A,967774.51,A,1017471.202,A,980362.173,A,1135684.129,A,1042914.368,A,1005296.101,A,1094018.5,A
Tajikistan,Tonnes - live weight,2425,E,2350.215,E,1809.86,E,1716.33,E,1195.999,E,1105,E,1100.001,E,1176.001,E,1174,E,1179,E,714.001,E,843,A,690,E,535,E,380,E,225,E,215,E,167,E,184,A,158,A,181,A,137,A,167,E
Thailand,Number,21443,A,21844,A,14392,A,16926,A,20043,A,16192,A,21283,A,34264,A,33962,A,41255,A,34101,A,34878,A,31513,A,26119,A,41669,A,40190,A,32447,A,28641,A,20405,A,10982,A,3580,A,2399,A,4945,A
Thailand,Tonnes - live weight,1385491.33,A,1414583.6,A,1588859.33,A,1527182.38,A,1536755.76,A,1493058.35,A,1532191.854,A,1502153.063,A,1676566.771,A,1831808.496,A,1727647.07,A,1835125.149,A,1810620,A,1870702,A,1873432,A,2304951,A,2698803,A,2814295,A,2839669,A,2849670,A,2842428,A,2833974,A,2997124,A
Timor-Leste,Tonnes - live weight,6706.6,A,6525.9,A,6806.24,A,7053.41,A,5997.04,A,5380,E,4580,E,4180,E,3880,E,3580,E,3200,E,3200,E,3200,E,3200,E,3243,E,2911,E,3300,E,3650,E,4000,E,3850,E,3720,E,3561,E,3621,E
Togo,Tonnes - live weight,21505.22,A,17984,A,18034,A,25526,A,24620,A,26915,A,31891,A,21497,A,19849,A,20015,A,19320,A,24122,A,27535,A,27025,A,22765,E,19905,A,24830,A,27706,A,28013,A,27485,A,20946,A,23163,A,22277,A
Tokelau,Tonnes - live weight,38,E,70,A,70,A,86,A,74,A,86,A,198,A,198,A,105,A,196,A,248,A,64,E,54,E,62,E,68,E,78,E,86,E,96,E,103,E,113,E,128,E,140,E,160,E
Tonga,Number,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A
Tonga,Tonnes - live weight,1326.038,E,1115.219,E,1097.123,E,1212.605,E,1244.392,E,1401,E,1605,E,1803.03,A,1921.03,E,1896,E,2323.154,E,2130.349,E,2076,E,1955,E,2293,E,2727,E,2882,E,2566,E,3352,A,4754,A,5260,A,4947,A,4231,A
Trinidad and Tobago,Tonnes - live weight,13069.012,A,13084.17,A,12912.669,A,12941.729,A,13184.339,A,12942.125,A,13115.953,A,12141,A,13290,A,13217,A,11747,A,13114,A,13930,A,13863,A,13833,A,13463,A,13123,A,16996,A,14713,A,14592,A,18768,A,16598,A,14237,A
Tunisia,Tonnes - live weight,128705.372,E,124243.444,E,121822,E,130981.999,E,115123.001,A,107897,A,109777,A,117011,A,114520,A,109825,A,108184,A,102200.6,A,93178.8,A,94536.809,A,96189.749,A,103821.191,A,111394.542,A,109153.314,A,110371.672,A,90262.121,A,96727.571,A,97526.097,A,94670.83,A
Türkiye,Number,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,100,A,0,A,0,A
Türkiye,Tonnes - live weight,335002.9,A,328158,A,364404.882,A,463194.962,A,314242.505,A,354470.494,A,335345.277,A,431918.779,A,302228.976,A,374141.361,A,432452.641,A,514790.156,A,485925,A,463917,A,494118,A,632450,A,533048,A,426496,A,550482,A,507772,A,566682,A,527736,A,503352,A
Turkmenistan,Tonnes - live weight,15097,E,15042,E,14605,E,15000,E,15000,E,15000,E,15000,E,15000,E,15000,E,15000,E,15000,E,15000,E,15000,E,15000,E,15000,E,15000,E,15000,E,15000,E,14992,A,14543,A,12812,A,12749,A,12228,A
